# kappa_CO Color Extended Emission_line_flux
1.723152895884326519e+00 -5.467038056274707847e-01 -2.170612238801040150e-01 1.945966609190840496e-02
3.836223428071189323e-02 1.446698509411102340e-01 -8.232771040961694986e-02 7.564021439586072169e-03
9.798012649399687746e-01 6.555466289668905322e-01 -7.353803427669106108e-02 8.920477501856345984e-03
-1.523829485479338164e+00 -1.032442542905047222e+00 -2.150318221194852941e-01 9.409963049747066197e-03
-8.165376091119629087e-02 -3.012404228026347663e+00 -1.759577461473126603e-01 4.596017979948705499e-03
-1.104152755248377860e+00 -7.961962604476696681e-01 -2.058727804381583482e-01 4.691688691203995364e-03
-1.700694473590314448e+00 7.807081540634132066e-01 -9.101229384900175190e-02 7.872871112939772154e-03
-1.228920884954233239e+00 -6.855487012079188869e-01 -1.504327189540346221e-01 1.280425853973412437e-02
-5.756926250343508134e-01 3.098384670877067041e-03 -1.777341529322016833e-01 6.579488751046842429e-03
-1.291684937477883599e+00 -4.636590543195828751e-01 -7.714060155381513573e-02 5.950214608109155156e-04
1.230881805779904470e+00 -8.068694999178613880e-01 4.298198190463771717e-01 7.803661712533026436e-03
8.589703475929042487e-01 1.064743322347208920e+00 -2.473256404180702861e-01 2.489923215926944863e-02
-9.758047377493315189e-01 -1.316812307217094524e+00 -2.179847632963347326e-01 8.081703936635214677e-03
2.309145295408364384e-02 -2.249369822745955094e+00 -4.304807593764471696e-02 7.425553881034427373e-03
1.621111958465101699e+00 1.191897508238197512e+00 -8.224164662838945317e-02 1.699992385036325562e-02
8.151073805038222542e-01 7.769908359317282409e-01 -1.438324754628953484e-01 1.430618415772883997e-02
1.556557774230581614e+00 -9.497565866545601421e-02 -2.536104994837797832e-01 -1.804141315802943943e-02
8.830791837160424651e-02 -6.367260950666154828e-01 -2.383501245192453100e-01 1.075537402911174063e-02
-9.938064251223392986e-01 2.500711318849894171e-01 -3.345431453871102606e-02 3.961172613695458818e-03
-1.937348642354906336e-01 -2.118034261335183022e+00 -1.990607304413929274e-02 9.123633211853330802e-03
5.544029501459409731e-02 -1.068850439467753155e+00 7.429132791140092840e-01 9.792128171471983084e-03
-2.247481161670048661e-02 1.995680251059858579e+00 -9.383082784754544214e-02 1.253436428350238920e-02
9.577351964571954035e-01 7.757321955957006132e-01 -2.538196660732559562e-01 1.015368558821651453e-02
1.133319881509217364e+00 1.670873379587930696e+00 -2.006275516209710119e-01 2.414033081707977080e-03
1.431250296254491294e+00 1.202102267614749476e+00 -1.373481774651817422e-01 1.416223803487356124e-02
-9.424199915331673560e-01 1.846892624023110663e-01 -2.028474573718815899e-01 9.184461025813864601e-03
1.157972825010832096e+00 -2.957305640216257303e-01 -1.787587991794483133e-01 1.261314893661795097e-02
-1.134529977023298053e-01 4.313593869985539175e-01 -2.555573037382760093e-01 -1.394794555032207242e-04
1.361074229172449135e+00 2.234279346917877884e-02 -2.439815621280844726e-01 8.942402977408761902e-03
-1.500883301402797798e+00 2.062881508528243701e-01 -2.004917757672101675e-01 1.923593306453423579e-02
5.828932361771831383e-01 4.807071363250297047e-01 -2.205214433581239308e-01 1.426250369594554528e-02
1.222575060690824500e-01 -2.523798062480003823e-01 -2.434675630506768218e-01 1.082058564798128730e-02
1.356506965914789475e+00 -7.234712758289215673e-01 -9.571172697126886786e-02 1.771403668094559056e-02
-7.852040217177509440e-01 -1.859904168889485732e+00 -2.352535784325714974e-01 7.217393385021290790e-03
-1.347538004234072329e+00 -2.140927404797628775e+00 -1.469312437555596873e-01 8.054962868343276336e-03
1.085493734900219609e+00 9.606737222622181716e-02 9.336735492881603760e-01 2.631899356385623487e-02
-7.570798182754620576e-02 -1.040389176084902667e+00 -2.008842309036103779e-01 6.851335811311788648e-03
1.761861081703546342e-02 1.541703730315751475e+00 -1.583740894117715015e-01 1.583359939567521163e-02
1.545408103543715272e+00 6.823626233355682968e-01 -2.209389145639965579e-01 3.129694100055994879e-03
1.097684513036330634e+00 1.290528221186249880e+00 -2.419621989340044743e-01 2.133212594559414851e-02
1.359097322382600392e+00 -1.448187765700829077e-01 5.051071387703442994e-01 9.111210972726154628e-03
-1.285844826856219925e+00 -6.222914184411114658e-01 -1.233405255662878286e-01 1.345564682015434410e-03
1.078780535166108390e+00 -1.214308906701082585e-03 -1.874565806231484888e-01 1.488512608805256637e-03
9.962350512315450990e-01 1.523569972271201722e+00 -2.549078738216186135e-01 1.954119918760420516e-02
5.028212088478871689e-01 -9.895033898986280718e-01 -2.352709239425346543e-01 6.014745246462908403e-03
-6.567498299296921083e-01 -2.325755814720293635e-01 -4.655011742688470316e-02 4.870554808801680173e-03
-6.057120757540950251e-01 -1.018919844873860336e+00 -5.489149787055135066e-02 1.020372870741243811e-02
-5.173364971445246763e-01 1.789864804333457515e-02 -1.339564084568695690e-01 1.588910863107922608e-02
-8.661497248250039638e-01 -8.798916152068455565e-01 2.006569414665480000e-01 7.641680142820280429e-03
-7.947091334410891772e-01 -2.874050885148453083e-01 1.237983065919648906e-01 6.866450480447254534e-03
-1.521570264157722674e+00 -8.276516294387687989e-01 -2.143408090587914094e-01 1.489684459151053436e-02
-9.336934697535370642e-01 1.873011156876920547e+00 -7.422477790142096958e-03 1.041344254589105997e-02
2.764640795430470255e-01 7.150236553049477140e-01 1.557497676928147612e-01 2.258833310933429026e-02
-3.501879741797924578e-02 2.845653167393948912e-01 -2.385248305622534037e-01 4.719592452185091339e-03
3.665366889857341048e-01 1.626254040690602309e+00 -2.476054440502734599e-01 1.441516463929721006e-02
2.046796289359138210e-01 -2.154122366416791889e-01 -2.238379099449848697e-01 9.181169895873189310e-03
-4.828495152402133006e-01 -8.948888118924404056e-01 6.534027440535424003e-02 1.952253076847258739e-02
-4.970318269453575600e-04 1.235267564876668889e+00 -2.378531495854802613e-01 1.976336042058409598e-02
-2.234884014339252878e-01 -6.699909961817896997e-01 -8.024544170722075140e-03 8.941128506380272359e-03
-1.511718799120074674e+00 -1.168367734115725920e+00 -4.593444607547766262e-02 9.461540097082100226e-03
1.517248354017083356e+00 9.777185593787433016e-01 -2.462950194934893366e-01 8.673001121804415139e-03
1.535891672744551073e+00 -8.324340170692053897e-01 -2.550105377052124811e-01 2.193295998972240313e-02
1.753417952142517944e+00 1.344665955197232865e+00 -2.294050285547825363e-01 1.932505765268072509e-02
-1.728636347200178891e+00 -1.482484162464246857e+00 -1.050534387668730640e-01 7.586604345394607277e-03
6.456293002989584862e-01 2.184067824811345218e-02 -2.325183047569373274e-01 1.149953207331561207e-02
-7.030357218637397487e-01 -6.327095319305492405e-01 -3.493822984315147345e-02 1.267535613983084876e-02
-1.546446117943383047e+00 -5.656954094642278053e-01 -5.156118541598122412e-02 6.478079477441882339e-03
4.234750881061206257e-02 -3.262933327805363909e-02 2.321682529810691342e-01 7.354370920381939764e-03
2.193753379497191680e-01 -4.646178190054798263e-01 -1.184602208170872951e-02 1.388564523203411442e-02
9.330636099599561861e-01 -6.378038265639560112e-02 -3.319014756989512732e-02 1.066335509506073989e-02
1.120334242452042522e-01 -5.372869308962396895e-01 -2.227142362500554307e-01 7.761052854157507799e-03
-1.953855981166353895e-01 3.436792919642441824e-01 -2.438583745874056408e-01 1.185217663932355142e-02
-5.447838342537362211e-01 -1.602904911152907563e-01 6.214843580798553625e-03 2.465443222793645486e-02
2.144353557551682554e-01 -1.534895330754478149e+00 1.838441399627545325e-01 9.520009992759162487e-03
-9.286232980898491141e-01 -1.620308413459552010e+00 -7.813213358659373831e-02 9.472150134853474235e-03
5.818638980816186468e-01 2.824768861551535948e-01 -1.914973618261331945e-01 4.391222866233688259e-03
-6.632780319762573984e-02 -8.409967847722181755e-01 -2.373855223726619723e-01 6.893440051330512568e-03
1.760864660914144508e+00 -4.307190862718242308e-02 -2.566415566632378464e-01 2.798627441333863958e-02
1.322797738381482402e+00 4.027746248520593375e-01 -2.427423443425733851e-01 9.325439451206618546e-03
1.413925252115757258e+00 4.998107945039059752e-01 -2.387504898868879621e-01 2.747223338371376777e-02
-1.082319501767203596e+00 -1.967488576395297839e+00 -4.569866401670860667e-02 8.495760986753649047e-03
9.035102732126198966e-01 1.845015924426089970e-01 -2.182758984717705353e-01 2.068909507824378408e-02
-1.915500604998328638e-01 1.035966341455225814e+00 -2.525792369373440760e-01 3.758783555042837562e-03
6.849298761344269071e-01 4.630193665698929539e-01 -1.664745527263657709e-01 1.801006824597901554e-02
9.190179460744871687e-01 1.009831026656008657e+00 -2.491326737102625422e-01 -1.273613429862390130e-02
1.220629033103439953e+00 6.693279167242204286e-01 -2.433089602550741193e-01 3.682092623251764524e-03
-1.004770846970153730e+00 8.275105007706987648e-01 -6.226537533579743627e-02 1.084925557582893350e-02
6.646877590042780115e-01 4.416555710753467534e-01 -1.888310335308276688e-01 -8.231945486199957959e-03
-1.425755054768188534e+00 -7.404541319893226392e-01 -1.298588150767772120e-01 -5.775098817919262044e-03
-1.327930797418390929e+00 -9.114181346968158737e-01 -1.158320938243088093e-02 -1.289646222963554498e-03
-4.985661652679458933e-01 2.777907902746702962e-01 -1.887455241831272612e-01 9.130163422399216466e-03
-5.538026697610002325e-01 -2.550413372184018868e-01 2.175218810122810445e-02 8.822123829834922423e-03
1.376555534541765713e+00 1.127795103065910354e+00 -1.507196632127332514e-01 2.311598020653917590e-02
-1.197907327608456862e+00 -1.419212281012788734e+00 -2.467083044474704390e-01 -3.201472607763201222e-02
-6.825303000832062539e-01 -1.275280336671143822e+00 -1.175875812524215525e-01 1.191176074068440831e-02
8.911850044431058882e-01 2.632438634974594849e-01 -2.542785180445760185e-01 3.999515774156158811e-03
4.656707705726673141e-01 1.756675737535234649e+00 -2.691682567415459512e-02 1.232909510625321454e-02
-9.778034365940807549e-01 -1.415262893794871690e+00 -1.822957889053249125e-01 7.620968947626580170e-03
-3.944273105937712298e-01 -1.306263551873294571e+00 -1.765306024671834118e-01 8.997871097508526594e-03
1.058891556494829578e+00 -6.908421311173119639e-01 -1.881087193371120542e-02 -2.952594950189066543e-03
-1.318503840147588813e+00 5.168597062436067202e-02 -2.477349455144485513e-01 1.502786485995697037e-02
8.317559827235677661e-01 8.053782020361514860e-02 -2.537112408664878305e-01 7.237918958387941359e-03
6.873260349206521402e-01 1.371540786511559640e+00 -2.503672005746543916e-01 4.388819211632544182e-02
-1.259343407708624629e-01 -7.888881799450990773e-01 -1.189367682977898327e-01 9.392884525867110923e-03
-8.280892152134732009e-02 -2.495945237403963957e-01 6.838642112310479027e-01 1.283306193274784228e-02
-1.550627909088194922e+00 -1.305391731611220685e+00 -8.363037746392056049e-02 6.476565313432283699e-03
-8.960603342246908909e-01 6.825333923302970285e-02 -2.029386113336184294e-01 3.576381792086324313e-02
1.087091747418685167e-01 -6.831132994539025338e-01 -1.176389802635777609e-01 5.892970386072946161e-03
-4.211221899090567544e-01 -7.933877720558358826e-01 -1.700713181235467830e-01 7.742033758989567971e-03
-1.655033623815224786e+00 -4.987409264467059233e-01 -1.830909143401877603e-01 1.968502813445625887e-02
1.103270833499822690e+00 4.545900444526565498e-01 -2.426068655978918798e-01 1.285373296767114773e-02
-1.701717956707965995e-01 8.502046619309375219e-02 1.870473407035541658e-01 1.096001946845938033e-02
5.536653679383920501e-01 1.026612278662353051e+00 -4.850961833841464094e-02 9.025018132388188188e-03
7.154861749292387718e-02 -9.205015092715895797e-01 -2.038502298759562736e-01 1.015412737493800836e-02
9.827658854945156008e-01 -4.606229521701370455e-01 7.852750823402103730e-01 1.504174740731952127e-02
1.208449715734555729e+00 1.041430419642774829e+00 -2.098381972341827606e-01 3.529571447601268126e-03
-1.678469151033922468e+00 -9.761541343977611085e-01 4.567576241607833598e-01 1.116145550059994065e-02
1.271749450743375309e+00 6.953289460866952931e-02 -1.996739246145761704e-01 1.262183353343807740e-02
1.019076406576858718e-01 -1.142097439139174497e+00 4.806090316830138875e-02 5.271732404504275021e-03
-9.340077805207025463e-01 -3.911388587525548022e-02 6.758023896437336253e-01 1.371261401238920742e-02
-1.434006410773645879e+00 1.526149434041487174e-01 -2.229459199857371232e-01 1.183883303775065850e-02
-1.836671227868206524e-01 3.407478019671968394e-01 -2.293015498640699479e-01 1.918045281711606639e-02
3.570959007943475538e-01 -3.525230166582214442e-01 -2.447211689057898487e-01 7.733278826383964411e-02
-8.006093107137220999e-01 -1.038232855479771233e-01 -1.594460269713844913e-01 1.374134806778506968e-02
1.327206221984134293e+00 2.331561142776722717e-01 -1.470455725684861326e-01 -4.723360669382054705e-02
3.193578178461110584e-01 1.642744962302477296e-01 -1.909860485242147743e-01 1.588952896652495728e-02
-1.648701142451316937e+00 -1.331998687992216546e+00 -1.650894122729611724e-01 4.398699802156860739e-03
-7.168765932082995541e-03 1.359694917985392548e+00 -2.247952794445637059e-01 1.365046786856089454e-02
-6.248478589155830737e-02 3.251486540755026966e-01 -2.337269359576305550e-01 1.660183405925497527e-02
3.278250196855662241e-02 2.173075484939067381e-01 -1.987612758050703587e-01 1.736876022993227853e-02
-2.195833939536406543e-01 -8.530725411208762987e-02 -1.996900635883465946e-01 8.774535210169586569e-03
-1.291808230015876413e+00 -6.665268977986258392e-01 -2.247628087924188056e-01 1.076443466979125699e-02
-6.000244527632901947e-01 -6.247374953815721943e-01 -2.096604211316881738e-01 9.014342093312191148e-03
-3.008260651339288994e-01 -2.048371916320484709e-01 -7.723727145594010135e-02 8.470570488998994257e-03
1.540594084827737742e+00 1.116480476823636492e+00 -2.519582740565420864e-01 1.438513181115638750e-02
1.639173019359490446e+00 2.303225062526557676e-01 -2.440787276259682448e-01 1.842310610965316314e-02
-5.599347628576144542e-01 -8.131502238166098406e-01 -5.367415883743260896e-02 1.067477597220481758e-02
1.198061166955723511e+00 -1.111105594785442685e+00 -4.425762475619131331e-02 1.459266906141406042e-02
6.411881408836425100e-01 2.743153767526625986e-01 1.247357350686548294e+00 3.301978036884865159e-02
8.688995834115073036e-01 4.881423820728295615e-01 -2.250434723017017413e-01 -4.239183043487006197e-02
-1.629697266948020085e+00 -7.000788411079847950e-01 -1.820686209999370087e-01 1.510027124447134092e-02
1.707318932776771270e+00 4.440877842867360648e-01 -2.556162601060324446e-01 1.549364724965639900e-02
-4.648236874314053135e-02 4.904880000945660012e-01 -1.711028679803333896e-01 3.916865630974816943e-03
1.794742604040289846e+00 5.552334481496006280e-01 5.476082777421256154e-01 6.814716748882971437e-03
-1.553223213697796812e+00 -1.428786034735834098e+00 -2.139795255821913822e-01 9.997037763409559810e-03
-1.180917805435940521e-01 -1.072754500628615881e+00 -2.543166052791601128e-01 8.433457644200283501e-03
-1.617736073904548766e+00 -5.691717651687457913e-01 -1.901458388583972536e-01 1.586960996842614463e-02
-1.584404698936674460e-01 2.319911070777225248e+00 -2.319808040782312120e-01 2.025267701141277368e-02
1.729674002116069254e+00 6.184547500916488111e-02 -1.749760522115829942e-01 9.902625219309190568e-03
1.719442692402825879e+00 6.772744342252839944e-01 2.589052695624784531e-02 1.722012595593915354e-02
-2.515875794175587155e-01 -9.884136320512945106e-01 -1.281212674580949618e-01 1.201178925537817015e-02
1.609769542983023660e+00 -9.323731459025848267e-02 -1.733633429127643399e-01 1.184929417525796592e-02
-5.763156418004429238e-01 -7.880832179598020737e-01 -1.014916729204426854e-01 5.113054547598932034e-03
7.389498677325454512e-01 -5.142144055069779451e-01 -2.565406655305798034e-01 4.127607883071190975e-02
3.574738772999063591e-02 6.817968746771287947e-01 -2.012422299269957249e-01 1.639905399396549349e-02
-1.207884613986003774e+00 -8.769653987497642023e-01 -1.447809545428206113e-01 7.920896678932769566e-03
-1.659693794707167491e+00 -1.754608519574583303e+00 -2.060344450173506592e-01 5.679175171527676893e-04
5.165421818090947248e-01 3.678742473925389889e-01 -2.410548057907719588e-01 1.255436226551009081e-02
1.077166369230331933e+00 1.217316527470519549e+00 -2.354058970001380036e-01 2.137521975685266473e-02
5.789534250224492862e-01 8.851714324774265785e-01 2.474034686028979024e+01 1.419305924283153879e-02
1.231210269579386674e-01 -2.091235145553707930e+00 -2.062639001550030105e-01 1.073873745144901179e-02
-9.204839870892493892e-01 -1.165475568163786946e+00 1.102633867208906437e+00 9.010051099489702758e-03
2.983342825689076772e-02 9.162752058559369139e-01 -2.505603415248140453e-01 1.441754739909424134e-02
1.694781538061127302e+00 9.754689908328983972e-01 1.319292677607813435e-01 9.106344712670690414e-03
-2.167305223614639786e-01 -1.989232130802194853e-01 4.200616732924226243e-02 2.168393484797009191e-02
-1.205208095865125228e+00 -6.612668149800046136e-01 -1.927964203262438336e-01 9.491525042244120317e-03
-3.363663265749486375e-01 3.829564919542169377e-01 3.307808477897818816e-02 9.210286609591254031e-03
1.427770379230131892e-01 -2.748489960199147930e+00 -9.085130169611931039e-02 9.494983210742718657e-03
-7.783567810424564248e-01 -1.352011659872234706e+00 3.353265158999586132e-02 1.643319687657843068e-03
1.138469454716481533e+00 1.681473842249588735e+00 -1.430462242837987341e-01 6.831237553597431338e-03
1.461733637719248025e+00 7.431430099680289558e-01 -2.156856830847609652e-01 1.576552436965059090e-02
-1.431868617282991307e+00 -4.315069489258511193e-01 -2.057453320224241489e-01 1.608770730983687114e-02
-6.007350064415221125e-01 -4.191015528294180781e-01 8.941099547559549013e-03 1.060678788615485556e-02
1.747364792659368726e+00 5.617327961097527966e-01 -2.520760703959641913e-01 4.055332864938399062e-02
-1.540635455196422088e+00 -1.513058969783535934e+00 -2.292408475549933544e-01 6.901804962541511872e-03
1.218494571823770301e+00 9.545616140717706477e-01 -1.773679136239944554e-01 5.922505745710174990e-02
3.752810542617433798e-02 7.194844148697610020e-01 -8.836681378432022227e-02 1.200038353848852969e-02
-1.066207407197326644e-02 -3.848023124632400371e-01 -1.960411070037617609e-01 9.804275680571988838e-03
1.796539861092640189e+00 9.596495551034005256e-02 -1.463550004568443530e-01 1.410568419334156699e-02
-1.374547512775869063e+00 -6.076261044836378522e-01 -2.237851051614200282e-01 1.933463539585517175e-03
9.784659098511571118e-01 2.373358764359738249e+00 -7.384685522071132713e-02 1.883791605087202156e-02
-7.622766189149341454e-01 -6.526915539284315892e-01 5.454596392581706477e-02 1.949797749058511734e-02
1.574289926928994943e+00 1.086718102840009248e+00 -8.593453858039480642e-02 1.866057044638577342e-02
1.832511747666482893e-01 3.522420532200377652e-01 -4.614121874269790091e-02 8.494393278517831450e-03
-6.939278883117542263e-01 -2.649352725095996050e-02 -2.107736807986944072e-01 7.315620541702384447e-03
-1.080942534060667093e+00 -5.802498292348994280e-01 -1.870538361247983394e-01 8.100395886137588472e-03
-8.893900011209049383e-01 -3.168203199409396764e-01 -1.902835386189345168e-01 1.306773786892876169e-02
1.043781009494889833e+00 -3.956947632942154902e-01 -1.163912128677609126e-01 1.933775078693417485e-02
-1.251527838796236081e+00 4.192822780746264244e-01 -1.754997709874365486e-01 4.819420210547420425e-02
1.722538530494656994e+00 -6.745567733928724274e-02 -2.397374585079536102e-01 1.398151549807386505e-02
7.743543812990742736e-02 -1.167062519357594752e+00 -1.579261793664709923e-01 6.386370419654606445e-02
-1.478443136274337766e+00 -4.212280558440898992e-01 -2.284547049685504427e-01 9.323616973559357979e-03
4.047668282468470657e-01 -3.916399628796051607e-02 -1.809912256289991361e-01 4.869564649525490174e-01
-1.470437855496977475e+00 -1.387363615446336906e+00 -2.233696390496008599e-01 8.718031590590912330e-03
6.550062974547370409e-01 4.496915160520169596e-01 -2.559842071718661516e-01 1.021166676800364451e-02
1.459246658913196382e-01 -1.076322042429647574e+00 -2.513847794181763851e-01 3.229649142426566782e-02
1.749335896681999403e+00 1.010425532268997895e+00 -1.853527350085922010e-01 5.696756695151566907e-02
-4.757323527707942729e-02 -9.713531868817174564e-01 -2.805262395777753312e-02 2.007726530741465142e-03
1.074798346704750385e+00 9.257861388800289748e-02 4.989131817581678868e-02 1.470738885184303714e-02
-9.231331254001767794e-01 -3.356408603900165044e-01 1.258936257611426579e-01 9.180206164599056390e-03
1.079649375049500648e+00 1.039735193678870795e+00 -1.763166877536997967e-01 3.713069796846449767e-03
2.991897205667822315e-02 -1.613019226660882044e+00 -2.201059260594043221e-01 -5.052945171020687722e-03
6.901217342586273285e-01 -4.065881251104053185e-02 6.584048103830584253e-01 1.215676535680014492e-02
-4.731729424485244806e-01 -2.859766298448794819e-01 -1.742782368047915420e-01 7.098357644277073983e-03
1.612333841381781152e+00 2.059529875537810528e-01 -2.327705977774103541e-01 1.196092136351229601e-02
-6.256146781365001797e-01 -9.109972503158242363e-02 -2.312513677450878935e-01 5.743518771364431071e-03
5.403666108826362668e-01 3.329731128384231902e-03 -2.314899517398883999e-01 1.036742300562827450e-02
-1.761300329822277355e+00 1.894305332018711707e-01 -1.285541950334816996e-01 8.106697925393448884e-03
1.625443137213992140e+00 1.632429839225267632e+00 -2.338841875709711249e-01 5.937973992286342539e-03
-3.404674980066573625e-02 -1.138891036945973712e+00 1.727497928550747741e-01 -2.556520139483339869e-03
-1.079710632546646787e+00 6.198456863257489902e-01 -2.428089906301615641e-01 7.453414865455034247e-03
7.961570622816189768e-01 1.954069335888374725e+00 5.100280087704218701e-01 1.519819772874424768e-01
-5.215203001512822567e-01 -7.170224831590760184e-02 -2.242742342617114748e-01 1.220252021767395147e-02
1.480997585134235239e-01 1.412941026131603106e+00 4.781228330152700323e-01 2.551564352442896658e-02
9.092286497247187294e-01 5.526608625822068133e-01 -1.358933341866090660e-01 9.064142285259861598e-03
-2.061575693319331326e-02 6.179433171825848836e-01 -5.844837554550343095e-02 3.795615678973972111e-03
-1.051265472381240462e+00 -1.271492231382610250e+00 -1.786519141271502020e-01 1.090523960693238863e-02
-1.409252743970434318e+00 -1.514738286343334073e+00 -1.947653218218630411e-01 6.247053430689226278e-03
3.562984247104713804e-03 6.639626942864155223e-01 -2.247317331944021501e-01 2.164949361162855218e-02
1.331862256772220032e+00 6.939559084971902436e-01 -2.229302343741577375e-01 1.417052936417646618e-02
-1.129395026675973635e-02 -9.701524103355353423e-01 -1.392639693044680493e-01 7.492876962607813648e-03
-3.250175098005175095e-02 1.199550427214568726e+00 -2.377805972718226579e-01 1.028276739218310885e-02
7.131908055962327131e-02 -5.260545735642379039e-01 5.300287512272811030e-02 9.308009031322811433e-03
-8.787529596321163039e-01 -1.231502895901227967e+00 -5.036481635775869742e-02 9.338358713460724256e-03
-1.506031261378873554e+00 -7.078548566287579114e-01 -1.564623115794851194e-01 3.864264339941777052e-03
2.094392738405463639e-01 -2.085101582982850754e+00 3.089177256447400710e-01 -1.669494575525623525e-01
-1.473488307886365201e+00 -1.198692936910965789e+00 -9.047949005039014614e-02 6.329645971232279560e-03
4.863002519501268273e-01 1.033759982386174281e+00 -2.147488351265116058e-01 1.175494374466511463e-02
-8.452190702982074200e-01 -1.814280889943403530e+00 -2.220353083998632682e-01 9.438734003865897892e-03
-4.593185506861654499e-01 -1.476699179746493895e+00 4.172894254453876628e-02 7.273830981196085545e-03
-1.669234143355365685e+00 1.893613799954987909e-01 -3.867325873919718465e-02 1.415852338799104999e-02
-1.367421723576922155e+00 -9.457461640248232548e-01 4.430317486559868789e-01 1.108153649905655236e+00
-1.501053723306853938e+00 -1.050623053000083296e+00 -1.726599646836515511e-01 1.288981299850749072e-02
6.706747246273856433e-01 5.428545573005274516e-01 1.477574447530049795e-01 2.021740324511207831e-02
1.140456631573418145e+00 1.221235562985970802e+00 -1.248224989710891020e-01 1.778174687086824662e-02
3.722293379548847203e-01 1.475063447825881058e+00 2.721643120521470394e+00 1.534377353027033958e-02
3.851906107761392528e-01 5.440033216236501712e-01 -2.078092867034151692e-01 1.271648120274408190e-02
1.433858600910813852e+00 1.454488522213984503e+00 -2.191179631569682984e-01 1.217148613443075518e-02
-1.259682909454096222e+00 -5.317591990690999637e-01 -6.447961798359924668e-02 9.516210466547938077e-03
4.373162476694684719e-01 1.037334026300257950e+00 -1.276210069014996895e-01 2.146914409681379560e-02
3.407805360455484073e-02 -1.476781861707449739e+00 -2.518046575912342155e-01 1.486160375220150348e-02
1.099447417379592284e+00 1.619409853808545963e+00 -2.048179333293839444e-01 1.811314410722564272e-02
-1.367736887359799258e+00 -9.357948031201971384e-01 -2.389343742101396328e-01 1.206534633003259090e-02
3.487580365835386831e-02 5.372597421707716592e-01 -2.301572663555007670e-01 1.436291091468748678e-02
1.358686525229352848e-01 1.390783172656710809e+00 5.833064344247681360e-02 8.126345299423532939e-03
-1.597807105730789212e+00 -1.732952762935489943e+00 -1.607259121509135857e-01 8.742316765719392382e-03
-1.563223423499211784e-01 1.336064591635569843e-01 -2.560439248690709602e-01 2.604814981363061388e-02
1.617330545224187066e+00 4.821072562911615234e-01 7.064607185195977135e-03 7.085222794752304293e-03
1.529902320108736502e+00 2.440543011222332304e+00 -2.271192717033192754e-01 1.486007481073788050e-02
-1.607264926999408816e+00 -4.326465659057378565e-01 -3.200474833430830973e-02 7.266940484543826448e-03
1.366933507915279566e+00 -2.137690623733362605e-01 -1.819012839029503503e-01 7.150732827259739799e-03
-1.364821552410030892e+00 -1.425672601331947842e+00 6.532525986349833058e-01 -3.104881399755451965e-02
1.207884542009532991e+00 2.350677747324691591e+00 -1.798813269978652707e-01 9.679822237521874817e-03
-1.126928810678010207e+00 2.778387179155765718e-01 1.170061727859799533e-01 8.812300945442880576e-03
-1.257290864870948432e+00 -4.519173637264955468e-01 1.564851436050311226e-02 8.412564389505826010e-03
3.448578835850873436e-01 1.059405079377983228e+00 -2.558076325167738529e-01 5.149023842570967825e-03
-1.524773964383946412e+00 -4.524829884144469516e-01 -1.685320317974184356e-01 7.488849273709712560e-03
1.396321297182794297e+00 1.771358871218371711e-01 -2.247873186337803753e-01 -1.954133683864397730e-01
-1.479456447415934184e+00 -3.847398363928119513e-01 -3.864631981993362636e-02 7.791220703463860690e-03
-1.540842527485727642e-01 5.071065486092519725e-01 -2.552760936845656081e-01 6.320848479559966829e-03
-1.082261254607021828e+00 2.808430276367023318e-02 -9.182261357705552574e-02 8.817600844270006427e-03
1.058064514882856022e+00 1.719326434184201835e+00 -2.213065139284141614e-01 1.516966029767376385e-02
1.317191289369697760e+00 9.954335033577590419e-01 -2.274403360636900462e-01 3.955465713322843524e-02
-1.608637831943073027e-01 2.083808541384852830e-01 9.903087477799722704e-02 1.027366895627595568e-02
9.625061300198502201e-02 -3.652136222990500225e-01 -1.093126970706021911e-01 9.024017451653106037e-03
1.026931341469588199e+00 3.709190191082257781e-01 -2.389970758552121821e-01 1.276295642692843943e-02
4.252658288940567299e-01 3.061384842457906888e-02 3.819732589140053536e-01 1.429895786534970785e-02
-1.754100455863247809e+00 2.730565694645013530e-01 -1.813342016621083130e-01 7.209732940434173190e-03
3.899840604149565904e-01 1.622913075692686391e+00 -1.927372636494653346e-01 1.612959186877853737e-02
3.870479923968358493e-01 5.970282697165510966e-01 -2.454920771334338225e-01 1.357757509340956972e-02
-1.518684322807816456e-01 1.470608145341731232e+00 -1.992289225152412691e-01 9.130676665605543668e-03
1.765895161487033072e+00 6.753050868712574539e-01 -2.385999525000312427e-01 2.880589460713370298e-02
-1.364999180494290032e+00 3.618208211801300922e-01 -1.553415871902647238e-01 4.417768215281626595e-03
-5.295512160091329079e-01 -6.267480059496189915e-01 -1.297412109567633309e-01 9.000358173471690107e-03
-1.018175234561858655e+00 -2.725049478488571486e-01 -2.229603279998343957e-01 2.054681110165723374e-03
-1.560733439597778924e-02 5.678726529204246587e-01 -2.472563498529079806e-01 1.230488670857425408e-02
-1.260375868294332458e+00 -1.656469640223440232e+00 1.183087903047659595e-02 1.079179692047914189e-02
-1.485226240650756369e+00 -1.114708722076057423e+00 -1.685099559206826580e-01 1.069745335463595168e-02
-1.116637987927957099e+00 -1.455738936926710192e+00 1.321528136439958923e-01 1.084487595081595236e-02
-1.103561102953004580e+00 -1.259932670048101055e+00 -1.787104757371742181e-01 9.029676899963510334e-03
